"","SLC_SMT_NEG_91J","SLC_SMT_NEG_142J","SLC_SMT_NEG_152I","SLC_SMT_NEG_90I","SLC_SMT_NEG_109I","SLC_SMT_NEG_160I","SLC_SMT_NEG_144I","SLC_SMT_NEG_156I","SLC_SMT_NEG_191I","SLC_SMT_NEG_152J","SLC_SMT_NEG_109J","SLC_SMT_NEG_153I","SLC_SMT_NEG_110I","SLC_SMT_NEG_158I","SLC_SMT_NEG_192I","SLC_SMT_NEG_160J","SLC_SMT_NEG_191J","SLC_SMT_NEG_155I","SLC_SMT_NEG_103I","SLC_SMT_NEG_159I","SLC_SMT_NEG_193I","SLC_SMT_NEG_153J","SLC_SMT_NEG_110J","SLC_SMT_NEG_17I","SLC_SMT_NEG_101I","SLC_SMT_NEG_137I","SLC_SMT_NEG_103J","SLC_SMT_NEG_159J","SLC_SMT_NEG_193J","SLC_SMT_NEG_88I","SLC_SMT_NEG_18I","SLC_SMT_NEG_141I","SLC_SMT_NEG_17J","SLC_SMT_NEG_101J","SLC_SMT_NEG_197I","SLC_SMT_NEG_91I","SLC_SMT_NEG_15I","SLC_SMT_NEG_142I","SLC_SMT_NEG_18J","SLC_SMT_NEG_194I","SLC_SMT_NEG_89I","SLC_SMT_NEG_16I","SLC_SMT_NEG_143I","SLC_SMT_NEG_141J","SLC_SMT_NEG_194J","SLC_SMT_NEG_75I","SLC_SMT_NEG_89J"
"Acetatifactor sp910576125",379,701,94,37,893,242,53,2590,667,38,1087,99,343,808,108,181,236,104,233,62,6136,208,92,34,187,536,479,48,4203,266,106,72,113,296,115,1675,35,55,241,0,1000,65,96,192,0,279,383
"Acetatifactor sp910589035",236,483,21,45,421,93,84,189,215,0,448,33,165,258,89,10,68,13,131,11,638,177,65,27,108,328,125,28,475,160,66,279,60,219,66,739,20,47,164,0,1117,59,26,883,0,203,209
"Acetatifactor sp910579755",142,31,0,13,76,0,0,145,240,0,166,24,31,21,0,0,115,11,19,0,81,19,12,0,12,39,36,0,50,28,0,0,0,38,0,443,0,0,16,0,100,0,0,0,0,16,576
"Acetatifactor sp910584865",141,77,0,17,66,15,15,675,62,0,113,18,46,177,11,0,30,59,26,23,340,29,18,0,22,107,52,13,178,0,23,0,11,33,17,558,0,0,44,0,154,0,14,0,0,58,725
"Acetatifactor sp910585805",167,362,0,17,308,0,16,168,353,0,418,0,0,38,19,0,153,0,0,0,5119,0,0,0,0,25,0,14,2276,0,0,0,0,13,0,585,0,20,0,0,21,0,126,0,0,0,18
"Acetatifactor sp910585425",128,169,15,0,443,122,12,43565,329,0,180,0,249,10373,32,44,43,0,145,1058,8245,15,68,15,265,8118,648,798,5176,62,161,0,17,371,21,692,69,35,540,0,90,108,71,0,0,537,408
"Acetatifactor sp910585615",75,201,53,0,346,104,0,9360,227,0,161,18,323,2355,22,92,32,26,165,232,7108,24,37,17,204,1989,151,183,5107,46,747,0,42,286,90,351,266,21,2489,0,146,465,92,0,0,2600,157
"Acetatifactor sp910586775",66,3147,0,0,163,0,0,384,138,0,185,0,47,136,16,0,41,0,0,0,1491,0,0,0,69,63,0,0,738,0,0,0,0,78,0,237,0,149,35,0,38,0,73,0,0,25,15
"Acetatifactor sp910589655",50,101,20,0,428,30,0,399,737,0,820,26,182,91,34,0,172,11,60,0,2875,42,24,11,60,50,52,0,2805,65,21,0,14,130,26,210,0,0,42,0,63,10,0,35,0,19,46
"Acetatifactor sp910586835",42,0,0,0,54,11,10,32,24,0,89,0,19,16,15,0,17,0,21,0,72,43,11,0,19,0,18,0,59,23,0,0,0,57,0,129,0,0,0,0,187,0,0,10,0,0,62
"Acetatifactor sp003612485",41,0,54,0,0,22,0,12,0,16,0,0,46,10,0,42,0,89,16,0,0,14,14,11,67,0,30,0,11,0,303,0,0,205,90,179,0,0,1109,0,0,0,0,0,0,0,0
"MGYG000329336",37,44,0,0,51,0,0,122,32,0,124,0,18,22,0,0,0,0,15,0,76,28,0,0,0,10,0,10,46,26,0,0,0,23,0,81,0,0,0,0,195,0,0,16,0,0,96
"Acetatifactor sp910577185",39,67,0,0,91,31,16,89,29,0,172,0,31,65,24,0,17,0,18,0,136,69,12,0,17,46,23,0,83,25,0,0,14,53,0,150,0,0,11,0,257,0,0,0,0,20,110
"MGYG000325587",32,233,0,0,31,143,0,99,57,0,104,18,164,228,0,12,17,0,75,0,161,81,49,0,30,102,54,0,121,36,27,135,27,71,16,130,11,30,141,0,85,14,10,378,0,148,39
"Acetatifactor sp910584235",31,88,0,0,35,89,0,1807,243,0,46,0,37,344,0,135,52,10,11,22,1902,0,10,0,36,440,11,18,1442,0,102,0,0,93,0,132,10,0,196,0,0,0,53,0,0,27,33
"MGYG000325385",17,22,0,0,47,0,0,15,14,0,43,0,17,0,11,0,0,0,17,0,39,26,0,0,12,0,0,0,23,14,0,0,0,19,0,89,0,0,0,0,104,0,0,0,0,0,0
"Acetatifactor sp910580225",19,18,0,0,19,0,0,413,18,0,35,0,14,91,0,0,0,0,0,0,140,0,0,0,0,64,0,20,73,0,0,0,0,14,0,44,0,0,0,0,24,0,0,0,0,16,37
"Acetatifactor sp910577035",16,43,0,0,51,12,0,35,55,0,40,0,12,0,12,0,17,0,21,0,42,18,0,0,13,0,12,0,28,15,0,0,0,19,0,55,0,0,0,0,104,0,0,0,0,0,11
"Acetatifactor sp910578995",17,29,0,0,25,0,0,69,30,0,55,0,26,47,0,0,15,0,24,0,165,11,0,0,24,29,29,0,89,13,0,0,0,40,0,81,0,0,11,0,61,0,0,0,0,12,51
"Acetatifactor sp910578185",14,26,0,0,24,0,0,74,30,0,57,0,15,20,0,0,16,0,0,0,85,11,0,0,0,12,20,0,75,0,0,0,0,11,0,52,0,0,0,0,53,0,0,0,0,0,38
"MGYG000327004",15,98,0,0,15,0,0,113,12,0,22,0,32,91,0,0,0,0,21,0,70,0,0,0,0,43,0,0,33,0,0,0,0,18,0,15,0,0,29,0,35,0,0,0,0,11,0
"Acetatifactor sp910586485",13,0,0,0,19,0,0,34,36,0,42,0,0,0,0,0,12,0,0,0,34,13,0,0,0,0,0,0,14,0,0,0,0,11,0,26,0,0,0,0,43,0,0,0,0,0,18
"MGYG000331015",11,26,0,0,12,25,0,35,11,0,24,0,39,28,0,0,0,0,25,0,31,19,0,0,19,0,20,0,32,0,0,21,0,36,12,29,16,0,22,0,43,0,0,49,0,28,0
"Acetatifactor sp910587555",12,50,0,0,22,14,0,300,26,0,38,0,18,65,0,0,0,0,18,0,111,0,0,0,0,41,20,0,74,0,0,0,0,19,0,18,0,0,18,0,19,0,0,0,0,16,24
"1XD8-76 sp910578085",1601,12107,10742,803,2474,1227,375,10906,4923,2686,6985,8413,5051,14143,378,68,2318,500,3387,134,5754,2467,1533,323,711,3457,1813,77,5533,1967,1003,1844,632,633,4818,5860,268,555,2211,21,3360,1111,210,4092,0,5025,2713
"1XD8-76 sp910573755",464,2180,43,45,880,606,19,465,1270,0,1332,45,434,443,66,154,367,33,228,12,11114,114,149,15,366,316,206,10,4889,236,111,118,37,412,80,1837,50,187,266,0,157,70,196,351,0,237,170
"1XD8-76 sp910577955",11,84,0,0,0,34,0,20,20,0,20,0,56,19,0,0,0,0,20,0,68,13,33,0,24,0,47,0,134,13,0,18,0,62,0,82,0,0,0,0,25,0,0,49,0,0,16
"UBA3282 sp009774175",682,82,18,37,1145,60,30,201,966,0,3506,1249,46,74,90,12,314,404,22,0,21173,2114,11,221,27,81,34,0,5388,1464,21,0,293,55,26,1970,0,12,53,33,163,11,0,25,18,62,202
"UBA3282 sp910575245",174,867,2377,64,208,958,54,1833,262,650,501,91,546,1360,45,77,136,56,262,32,797,361,137,0,142,894,442,29,596,205,178,420,62,242,3190,762,72,83,453,0,638,74,36,988,0,677,452
"UBA3282 sp009774655",156,277,103,15,513,409,0,105752,161,33,1101,17,1082,49745,32,138,75,60,1208,900,5537,19,341,0,107,39054,7246,798,2306,48,7017,0,0,297,116,686,838,28,14188,155,72,1919,13,0,52,11952,273
"UBA3282 sp910577735",155,24076,3707,18,189,6687,18,15684,540,722,355,435,1038,3529,30,375,176,4706,396,68,1200,470,292,56,229,4388,1160,58,946,581,438,196,101,575,4631,689,354,1663,899,19,193,217,337,459,0,1586,206
"UBA3282 sp910588215",75,146,0,0,138,34,12,1078,126,0,176,12,100,441,23,0,41,0,43,0,936,47,25,0,51,426,81,10,504,39,78,0,16,101,15,217,14,0,131,0,251,37,24,36,0,155,116
"UBA3282 sp910584725",64,195,23,0,112,54,16,147,94,0,203,16,86,87,11,0,42,0,47,0,283,60,16,0,41,59,39,0,189,39,14,34,19,76,27,241,0,11,22,0,210,11,0,106,0,31,93
"MGYG000329173",62,39,0,0,134,16,21,2400,59,0,124,12,50,1139,26,0,24,10,50,29,399,31,20,0,11,919,147,27,178,43,162,0,12,38,0,252,20,0,350,0,311,65,0,0,0,274,32
"MGYG000325371",44,33,0,0,77,11,10,52,59,0,126,0,27,30,17,0,19,0,19,0,117,42,0,0,14,18,36,0,93,37,0,0,10,29,0,150,0,0,0,0,240,0,0,0,0,13,64
"MGYG000324467",45,190,18,0,65,43,0,303,144,0,152,0,129,290,0,0,69,0,70,0,280,21,38,0,47,212,114,0,272,17,26,0,0,87,25,81,0,23,54,0,71,22,0,13,0,70,64
"UBA3282 sp910587095",31,32,0,0,11,10,0,30,16,0,41,0,37,0,0,0,0,0,16,0,79,0,0,0,0,10,13,0,59,0,0,0,0,39,0,22,0,0,0,0,17,0,0,0,0,13,17
"UBA3282 sp009774585",32,39,16,0,96,28,0,200,117,0,292,43,55,73,16,0,58,0,62,0,494,61,0,0,15,83,174,0,210,36,17,13,16,26,11,84,0,0,27,0,51,17,0,31,0,50,46
"UBA3282 sp910576815",31,152,0,0,61,103,12,366,106,0,101,0,73,284,0,17,48,13,25,0,200,75,16,0,23,180,40,0,180,42,31,114,16,37,19,130,21,27,91,0,156,19,0,286,0,120,58
"UBA3282 sp910575775",40,137,32,0,73,50,0,227,256,0,206,38,65,157,18,12,88,28,33,0,297,24,0,0,18,71,80,0,214,19,32,40,0,52,23,87,0,0,48,0,66,15,0,90,0,71,98
"UBA3282 sp003611805",39,171,53,0,73,70,0,319,75,19,138,19,234,110,14,0,33,39,165,0,179,38,49,0,49,110,129,0,143,20,73,0,0,101,58,102,19,0,147,0,86,30,0,0,0,101,56
"UBA3282 sp910579285",20,33,21,0,30,16,0,368,32,0,72,0,15,99,0,0,0,0,0,0,109,19,0,0,0,80,21,0,87,16,0,0,0,12,14,69,0,0,0,0,134,0,0,0,0,10,56
"UBA3282 sp910579505",19,64,0,0,18,19,0,87,22,0,21,0,0,18,0,0,11,0,0,0,54,10,0,0,0,21,0,0,46,0,0,0,0,15,0,23,0,0,14,0,53,0,0,0,0,0,14
"MGYG000328328",16,32,0,0,0,0,0,286,21,0,22,0,15,103,0,0,0,0,0,0,67,0,0,0,10,105,19,0,37,0,31,0,0,19,0,49,0,0,28,0,27,0,0,0,0,31,0
"MGYG000325448",15,16,0,0,11,46,0,39,47,0,62,12,27,15,0,0,23,0,12,0,31,24,0,0,11,11,20,0,32,0,0,0,0,15,11,67,0,0,0,0,29,13,0,0,0,49,18
"MGYG000328360",14,48,0,0,17,26,0,61,24,0,24,0,34,46,0,0,0,0,13,0,62,11,0,0,0,31,11,0,30,11,0,23,0,15,0,27,0,0,29,0,23,0,0,38,0,33,21
"MGYG000323430",10,49,0,0,19,0,0,45,16,0,37,0,0,25,0,0,15,0,0,0,55,0,0,0,0,21,18,0,75,0,0,0,0,0,0,16,0,0,11,0,34,0,0,11,0,15,28
"UBA3282 sp003612405",13,16,0,0,28,0,0,130,88,0,100,0,18,41,0,0,31,0,16,0,75,0,0,0,0,44,32,0,76,0,0,0,0,18,0,34,0,0,32,0,40,0,0,0,0,45,15
"UBA3282 sp009774215",12,125,737,0,14,1412,0,98,25,194,54,0,85,108,0,350,26,0,69,0,98,36,16,0,20,125,41,0,49,30,37,0,0,55,347,30,11,0,63,0,0,28,0,0,0,80,0
"MGYG000324289",1107,0,87,119,244,107,128,0,112,16,381,199,45,0,24,52,52,54,44,0,654,345,24,61,32,0,19,0,263,193,0,0,148,84,370,3081,0,0,0,0,611,0,0,0,0,0,580
"Paralachnospira sp910588815",439,0,0,38,324,61,38,0,682,0,964,16,1385,0,32,30,225,0,1058,0,3455,21,328,0,323,0,1303,0,2110,0,0,0,0,826,26,1232,0,0,0,0,117,0,0,0,0,0,316
"Paralachnospira sp022800815",49,20,13,0,50,11,13,0,25,0,68,12,33,0,0,0,14,0,28,0,145,25,0,0,11,0,0,0,44,15,0,0,12,45,23,155,0,0,17,0,77,0,0,34,0,0,58
"Paralachnospira sp910587905",22,0,0,0,26,74,0,0,24,0,45,14,24,0,0,11,0,0,26,0,101,45,0,0,0,0,19,0,50,19,0,0,14,45,15,119,0,0,0,0,61,0,0,0,0,0,25
"COE1 sp002490665",831,24,0,92,6255,0,41,22,15181,0,41193,1792,7149,21,702,0,9607,145,9450,0,5524,2260,2372,152,717,19,26595,0,8012,1698,61,0,468,1335,0,2156,0,0,15,0,23,2391,0,0,0,6631,120
"COE1 sp009774395",396,180,60,44,513,106,33,169,779,0,2003,61,124,110,72,14,346,17,108,0,634,65,49,0,38,73,129,0,1034,84,30,57,24,64,108,1718,0,0,63,0,346,24,0,185,0,106,776
"COE1 sp000403335",265,241,37,71,137,54,39,570,170,0,308,507,759,377,15,0,69,52,136,0,978,351,435,44,196,276,464,14,679,105,57,43,54,317,51,859,18,20,101,0,136,23,0,103,0,112,114
"MGYG000410938",81,391,12,0,198,80,25,87,234,0,280,15,74,204,53,16,63,0,25,0,347,105,11,0,34,104,19,19,253,83,19,210,37,101,28,289,13,29,70,0,385,33,18,591,0,68,111
"MGYG000325626",44,107,18,11,127,17,19,106,82,11,170,22,36,64,29,0,32,0,34,0,110,32,16,0,23,65,31,0,81,33,0,12,18,32,17,201,0,0,28,0,259,15,0,36,0,27,54
"COE1 sp002358575",26,287,14,0,126,282,0,159,325,0,355,37,196,320,0,26,115,17,49,0,1294,152,25,0,29,120,59,0,1249,89,20,126,31,52,23,165,36,48,102,0,116,27,0,361,0,188,54
"MGYG000325712",16,38,0,0,48,17,0,39,61,0,133,0,21,25,0,0,27,10,25,0,139,24,0,0,17,31,33,0,130,20,0,11,0,27,0,61,0,0,16,0,95,10,0,33,0,24,37
"COE1 sp910586585",15,30,0,0,22,49,0,81,45,0,67,11,37,26,0,0,18,0,25,0,102,10,11,0,21,13,27,0,82,0,21,0,0,37,11,40,0,0,16,0,53,0,0,11,0,26,38
"COE1 sp910586715",14,0,0,0,0,0,0,0,0,0,12,33,54,0,0,0,0,0,0,0,13,23,21,0,0,0,35,0,0,0,0,0,0,23,0,22,0,0,0,0,0,0,0,0,0,0,0
"COE1 sp910579275",11,28,0,0,47,30,0,11,87,0,186,20,45,19,0,0,63,0,53,0,52,13,13,0,10,15,170,0,61,0,0,14,0,24,12,22,0,0,0,0,0,21,0,16,0,38,10
"CAG-95 sp910585005",492,115,1344,41,10,1652,36,57,13,362,17,89,33,20,0,118,0,228,10,0,30,328,0,0,0,18,12,0,19,37,0,0,33,11,1979,1832,0,0,0,52,32,0,0,0,11,13,38
"CAG-95 sp009917455",378,1298,1840,21,476,520,32,910,479,460,1384,257,319,462,49,56,194,638,294,0,2723,166,82,21,86,338,796,12,2091,88,102,0,42,244,1042,1249,16,51,143,0,337,45,121,40,0,158,660
"CAG-95 sp910579685",75,164,18,0,113,256,0,43,222,0,254,0,105,16,0,36,53,14,61,0,463,0,18,0,12,0,184,0,203,10,0,0,0,31,22,218,0,24,0,0,18,0,37,0,0,13,83
"CAG-95 sp910579425",66,502,399,18,146,0,0,80,165,73,362,0,113,17,17,0,48,260,27,0,243,17,26,0,12,0,146,0,202,15,1259,0,0,34,353,159,155,32,2661,39,37,165,33,13,0,2617,323
"CAG-95 sp910579495",55,161,15,0,129,22,28,352,113,0,233,12,61,218,32,0,54,24,45,0,292,53,21,0,32,122,78,14,179,52,25,0,21,55,24,303,0,0,63,0,351,16,0,23,0,75,102
"CAG-95 sp003612395",39,48,20,0,34,29,0,44,78,0,149,0,25,35,0,0,33,20,0,0,171,22,0,0,0,12,33,0,146,0,0,14,0,11,52,137,0,0,17,0,27,0,0,30,0,19,147
"CAG-95 sp910586025",35,19,0,0,21,0,0,50,44,0,87,13,28,10,0,0,31,0,18,0,105,11,0,0,14,0,64,0,112,0,0,0,0,11,0,69,0,0,0,0,22,0,0,0,0,16,25
"CAG-95 sp910577275",32,76,85,0,31,36,0,35,27,20,61,13,11,19,0,0,0,59,10,0,208,0,0,0,10,15,38,0,114,0,0,0,0,25,54,49,0,0,19,0,18,0,11,0,0,24,40
"CAG-95 sp009911035",14,23,0,0,31,18,0,64,27,0,44,0,23,22,0,0,17,11,0,0,74,32,0,0,16,17,27,0,53,13,0,0,0,26,10,50,0,0,0,0,57,0,0,0,0,0,39
"CAG-95 sp910585075",13,21,0,0,15,11,0,30,24,0,39,0,0,14,0,0,0,0,17,0,35,10,0,0,0,13,11,0,33,0,0,0,0,18,0,36,0,0,0,0,25,0,0,0,0,0,15
"MGYG000410775",13,14,0,0,24,0,0,105,20,0,31,0,0,31,0,0,0,0,0,0,34,0,0,0,0,34,0,0,35,0,0,0,0,0,0,42,0,0,16,0,60,0,0,0,0,15,0
"MGYG000325648",11,27,0,0,22,0,0,144,26,0,41,0,26,23,0,0,0,0,20,0,69,0,0,0,10,15,10,0,62,0,0,0,0,21,0,29,0,0,10,0,35,0,0,12,0,13,21
"CAG-95 sp011959285",12,30,0,0,0,12,0,28,0,0,30,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,34,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"UBA7109 sp910576335",892,15678,383,152,1586,2769,299,771,1202,64,2912,177,2189,312,290,287,427,56,1005,27,17534,790,548,80,1081,224,1172,90,9992,715,266,122,228,3115,801,3169,106,788,565,14,4588,211,241,394,0,801,2033
"UBA7109 sp910575605",283,4276,17,17,551,56,57,383,522,0,1198,120,789,328,60,0,208,0,643,0,3512,176,405,29,279,202,317,28,2878,172,24,23,48,444,33,950,0,168,52,0,647,11,71,77,0,41,159
"MGYG000323043",63,77,0,17,134,0,30,90,59,0,126,0,55,14,40,0,25,0,50,0,100,60,18,0,36,0,34,11,78,56,0,0,22,40,10,244,0,0,19,0,457,0,0,28,0,20,52
"MGYG000405682",36,118,0,0,36,0,13,206,33,0,86,0,50,19,0,0,17,0,23,0,145,17,0,0,28,20,10,15,123,0,0,12,0,49,0,131,0,0,0,0,62,0,12,51,0,12,41
"MGYG000368546",33,183,0,0,58,93,0,117,144,0,80,14,218,41,18,0,42,0,33,0,176,68,58,0,52,54,381,0,196,14,0,25,15,111,30,122,0,14,0,0,60,0,0,43,0,0,65
"Ventrimonas sp910575255",387,31375,273,24,1082,165,23,237,413,45,1847,180,3802,1009,43,23,143,38,1415,0,5239,210,754,0,225,724,1461,11,3045,223,126,57,60,418,204,1414,36,1497,301,0,352,57,148,150,0,244,324
"Ventrimonas sp910577765",149,17,72,14,239,372,0,0,195,22,485,70,119,12,0,68,64,48,29,0,1778,56,11,0,13,0,17,0,886,41,696,0,0,19,48,643,144,0,1481,0,17,435,0,11,0,2704,33
"Ventrimonas sp910586255",145,145,569,0,520,477,0,648,250,147,1003,358,1079,103,37,87,132,114,350,15,5323,157,98,25,66,500,467,12,2346,214,0,0,56,126,456,812,0,0,18,0,100,14,0,0,0,18,259
"Ventrimonas sp003611875",134,495,47,29,202,130,20,306,239,0,648,67,312,340,30,24,109,23,153,0,819,158,69,18,85,273,243,15,577,118,51,53,24,172,82,327,23,27,145,0,411,42,16,191,0,172,318
"Ventrimonas sp009911065",124,531,61,0,139,63,20,609,204,0,384,33,191,510,20,16,68,21,95,0,818,81,46,0,56,359,91,12,643,52,55,55,38,110,76,296,14,30,126,0,201,41,21,166,0,109,179
"MGYG000410706",65,207,22,0,117,34,31,93,141,0,175,16,80,161,26,0,42,18,55,0,491,52,23,0,59,92,41,12,372,24,27,74,15,95,37,142,0,22,54,0,234,24,13,212,0,46,98
"MGYG000327273",62,183,15,0,86,66,12,295,103,0,203,17,89,127,13,0,45,13,59,0,536,34,30,0,21,118,111,0,325,23,26,11,0,56,27,156,11,13,67,0,82,11,0,32,0,63,75
"Ventrimonas sp910577655",55,78,106,0,980,293,0,136,1181,25,2791,102,147,127,39,40,642,38,55,0,1666,66,21,13,41,138,45,0,716,63,43,0,16,80,101,187,14,0,123,0,147,31,0,12,0,101,223
"Ventrimonas sp022799175",37,0,0,0,237,0,0,11,181,0,418,0,375,0,0,0,72,0,58,0,252,0,24,0,0,0,126,0,176,12,0,0,0,29,0,257,0,0,0,0,48,0,0,0,0,0,90
"MGYG000324149",11,68,0,0,35,19,0,161,14,0,21,0,60,26,0,0,0,0,81,0,59,0,23,0,26,22,32,30,42,0,38,0,0,36,21,35,0,0,71,0,25,19,0,0,0,47,0
"UBA3402 sp910574345",234,323,59,19,348,147,37,207,367,19,538,35,315,226,29,35,134,29,165,0,1726,87,41,15,63,202,178,0,897,99,54,75,24,143,59,1255,18,15,101,0,402,24,29,224,0,101,446
"UBA3402 sp910575585",188,3427,83,32,421,125,38,276,320,26,695,88,513,542,56,33,112,30,217,13,2212,102,150,23,107,399,248,25,1463,146,66,110,43,184,77,761,0,177,147,0,556,31,44,370,0,166,209
"MGYG000410803",113,108,17,26,298,31,52,248,112,0,417,28,128,111,45,0,36,14,87,0,224,144,21,0,45,70,49,26,155,119,29,0,23,130,52,447,17,0,67,0,736,25,10,0,0,83,340
"UBA3402 sp910588325",98,0,0,0,90,124,0,14,51,0,109,23,187,0,0,14,17,13,55,0,864,26,31,0,41,0,91,0,452,30,0,0,11,100,33,424,0,0,0,0,64,0,0,0,0,0,121
"UBA3402 sp022798105",98,21,11,0,104,129,0,15,24,0,115,0,159,11,0,22,12,0,0,0,1161,0,0,0,0,13,13,0,425,0,0,0,0,0,51,563,0,0,0,0,16,0,0,0,0,11,69
"UBA3402 sp022795805",93,32,13,28,52,112,11,0,23,0,44,0,58,0,0,17,0,11,12,0,1725,21,0,0,0,0,0,0,618,14,0,0,0,11,19,533,0,0,0,0,62,0,0,0,0,10,187
"UBA3402 sp002358555",82,51,0,0,0,0,0,17,12,0,14,0,26,64,0,0,0,0,18,0,34,0,0,0,0,17,14,0,25,0,0,33,0,0,0,440,0,0,12,0,22,0,0,45,0,40,0
"UBA3402 sp910588865",46,48,13,11,466,103,10,15,221,0,865,267,574,20,25,11,125,74,237,0,4619,60,93,15,97,20,214,0,2138,68,1507,0,12,165,15,247,230,0,2459,0,48,486,0,0,0,3018,66
"UBA3402 sp022796015",40,16,17,0,36,21,0,11,88,0,64,0,15,13,0,0,26,13,12,0,271,0,0,0,15,0,0,0,270,0,0,0,0,26,24,110,0,0,19,0,112,0,0,25,0,0,182
"UBA3402 sp910586845",37,11,866,0,34,20,0,0,27,183,146,0,0,0,0,0,0,69,0,0,350,0,0,0,0,0,0,0,206,0,0,0,0,0,1026,165,0,0,0,0,14,0,0,0,0,0,21
"UBA3402 sp910585435",18,12,0,0,14,31,0,15,0,0,24,0,20,0,0,0,0,12,11,0,79,12,0,0,0,0,16,0,37,23,0,0,10,22,14,45,0,0,0,0,10,0,0,0,0,0,32
"UBA3402 sp910577935",18,122,228,20,251,57,0,131,236,84,355,196,486,183,23,0,112,15,68,0,2887,67,46,16,43,40,49,0,1383,77,16,15,25,79,111,51,0,10,35,0,53,23,0,25,0,67,22
"UBA3402 sp910585645",11,54,0,0,10,0,0,26,16,0,41,0,23,26,0,0,0,0,15,0,102,0,0,0,10,23,15,0,45,0,13,0,0,21,12,60,0,0,20,0,19,0,0,0,0,14,22
"UBA3402 sp021769025",10,44,0,0,14,0,0,11,13,0,22,0,0,12,0,0,0,0,0,0,33,0,0,0,0,0,10,0,17,0,0,0,0,0,0,21,0,0,0,0,16,0,0,0,0,0,14
"1XD42-69 sp011959925",387,3980,976,90,56,85,0,97,965,93,280,17,232,24,21,76,516,27,29,0,109,23,40,0,99,14,45,0,232,22,18,23,0,70,1016,589,0,37,12,15,524,0,230,43,0,17,4358
"1XD42-69 sp009911505",381,587,124,86,689,94,127,341,530,0,1279,114,372,340,137,19,204,38,166,0,1273,365,99,43,140,221,281,19,1139,330,59,80,82,350,120,1402,20,20,123,0,1966,24,39,299,0,162,851
"1XD42-69 sp022794015",53,89,81,23,125,87,0,37,121,0,271,0,25,0,0,0,33,0,0,0,100,0,0,0,0,41,0,0,176,19,0,0,0,20,71,136,0,0,24,0,121,0,0,0,0,26,676
"1XD42-69 sp910588565",18,20,0,0,14,0,0,52,17,0,24,0,19,0,0,0,0,0,0,0,329,14,0,0,10,10,0,0,243,14,0,0,0,13,10,34,0,0,0,0,18,0,0,0,0,10,15
"1XD42-69 sp910577065",12,43,19,0,15,21,0,80,33,0,27,34,26,56,0,0,15,0,20,0,45,21,0,0,0,22,0,0,46,13,0,13,0,14,0,40,0,0,24,0,34,21,0,21,0,24,19
"1XD42-69 sp910586645",11,20,0,0,0,0,0,63,0,0,17,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,10,0,22,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,22
"Merdisoma sp009917555",171,0,39,12,222,70,13,21,227,14,587,63,322,0,25,21,76,12,60,0,1926,32,68,0,108,0,105,0,1330,49,0,0,14,103,42,621,0,0,10,0,25,0,0,0,0,0,69
"Merdisoma sp910574255",151,98,0,26,189,33,24,150,210,0,408,24,268,64,18,0,64,16,187,0,1310,71,47,0,69,40,221,0,700,66,40,17,19,129,40,357,25,0,115,0,404,22,0,41,0,91,322
"Merdisoma sp011959465",107,520,36,0,172,177,32,153,181,0,375,27,277,363,29,22,80,19,101,0,1348,108,61,0,67,231,124,0,642,96,37,186,31,115,35,473,29,32,161,0,356,31,20,433,0,219,212
"Merdisoma sp910574835",64,511,31,0,130,36,0,189,168,0,291,20,150,213,16,0,105,30,53,0,735,46,33,0,49,134,70,0,429,31,28,52,0,97,26,194,14,23,84,0,108,0,0,183,0,62,115
"Merdisoma sp910574475",48,233,0,0,95,68,12,211,198,0,280,29,55,72,0,0,52,15,32,0,356,48,25,0,26,53,57,0,334,37,20,35,13,58,70,132,0,17,28,0,148,0,0,78,0,22,113
"MGYG000330323",21,0,0,0,72,15,0,0,46,0,112,0,13,0,0,0,15,20,0,0,700,0,0,0,0,0,0,0,474,0,0,0,0,0,0,75,0,0,0,0,19,0,0,0,0,0,34
"Merdisoma sp022791635",17,0,0,0,42,12,0,0,28,0,76,0,24,0,0,0,11,0,11,0,363,0,0,0,0,0,20,0,226,10,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
"Kineothrix sp011958945",175,341,244,17,1785,178,0,79,1219,24,5464,616,2208,0,161,28,501,218,1537,0,6586,674,1267,62,1167,24,3815,0,4274,379,111,0,128,2177,507,757,52,15,205,0,3493,90,55,0,0,422,7626
"Kineothrix sp910579935",130,180,41,15,145,52,30,256,191,0,255,26,71,214,41,0,53,21,35,0,710,96,30,0,38,148,70,0,535,80,32,84,37,101,50,496,10,17,75,0,337,27,18,239,0,72,152
"Kineothrix sp910576535",82,45,12,22,263,21,72,113,90,0,265,20,88,15,74,0,37,11,50,0,281,195,29,17,40,14,88,11,159,126,0,0,49,127,28,461,0,0,0,0,1145,0,0,0,0,18,415
"MGYG000327499",27,45,0,0,57,0,0,28,49,0,161,0,67,12,18,0,17,0,50,0,449,13,43,0,39,14,39,0,262,0,0,0,0,70,0,60,0,0,0,0,45,0,12,21,0,10,19
